Model,Scenario,Format,Success,RulesFired,GenerationTimeMs,ErrorMessage
granite4,Grade Calculation,YAML,false,0,1702,"ERROR: [ERR 102] Line 12:35 mismatched input 'and' in rule ""Assign Grade Based on Score""
ERROR: Parser returned a null Package
ERROR: Verifier could not form a PackageDescr from the resources that it was trying to verify."
granite4,Grade Calculation,ENGLISH,true,1,3434,
qwen3,Adult Validation,DRL,true,1,10166,
qwen3,Adult Validation,YAML,true,1,4628,
qwen3,Adult Validation,ENGLISH,true,1,7827,
qwen3,Senior Citizen Discount,DRL,true,2,5997,
qwen3,Senior Citizen Discount,YAML,true,2,7054,
qwen3,Senior Citizen Discount,ENGLISH,true,2,14064,
qwen3,Order Discount - Basic,DRL,true,1,5320,
qwen3,Order Discount - Basic,YAML,true,1,9804,
qwen3,Order Discount - Basic,ENGLISH,true,1,9091,
qwen3,Order Discount - Tiered,DRL,true,1,10519,
qwen3,Order Discount - Tiered,YAML,true,1,9539,
qwen3,Order Discount - Tiered,ENGLISH,true,1,22760,
qwen3,Simple Calculation,DRL,false,0,13087,"Execution failed: Failed to execute DRL with JSON facts: DRL compilation errors: [Message [id=1, kieBase=defaultKieBase, level=ERROR, path=file0.drl, line=10, column=0
   text=Rule Compilation error The method modify(Invoice) is undefined for the type Rule_Calculate_Tax_and_Total1160346321
Syntax error, insert "";"" to complete Statement
The method setTaxAmount(double) is undefined for the type Rule_Calculate_Tax_and_Total1160346321
Syntax error, insert "";"" to complete BlockStatements
The method setTotal(double) is undefined for the type Rule_Calculate_Tax_and_Total1160346321
Syntax error, insert "";"" to complete Statement]]"
qwen3,Simple Calculation,YAML,false,0,10131,"Execution failed: Failed to execute DRL with JSON facts: DRL compilation errors: [Message [id=1, kieBase=defaultKieBase, level=ERROR, path=file0.drl, line=10, column=0
   text=Rule Compilation error The method setTaxAmount(double) in the type Invoice is not applicable for the arguments (String)
The method setTotal(double) in the type Invoice is not applicable for the arguments (String)]]"
qwen3,Simple Calculation,ENGLISH,false,0,23927,Execution failed: class org.drools.generated.Rule_Calculate_Tax_Amount763019914 tried to access protected field org.drools.generated.Invoice.subtotal (org.drools.generated.Rule_Calculate_Tax_Amount763019914 is in unnamed module of loader org.drools.wiring.dynamic.PackageClassLoader @477a5a60; org.drools.generated.Invoice is in unnamed module of loader org.drools.wiring.dynamic.DynamicProjectClassLoader$DefaultInternalTypesClassLoader @4cc933d8)
qwen3,Email Validation,DRL,true,1,3648,
qwen3,Email Validation,YAML,false,0,21278,"YAML parsing error: Cannot invoke ""String.length()"" because ""s"" is null"
qwen3,Email Validation,ENGLISH,true,1,7475,
qwen3,Password Strength,DRL,true,1,7786,
qwen3,Password Strength,YAML,false,0,16338,"ERROR: Missing type definition for fact type: Password
ERROR: Field 'length' used in rule but not declared in definition of type 'Password'
ERROR: Field 'length' used in rule but not declared in definition of type 'Password'
ERROR: Field 'length' used in rule but not declared in definition of type 'Password'
ERROR: Field 'length' used in rule but not declared in definition of type 'Password'"
qwen3,Password Strength,ENGLISH,false,0,13563,"Execution failed: Failed to execute DRL with JSON facts: DRL compilation errors: [Message [id=1, kieBase=defaultKieBase, level=ERROR, path=file0.drl, line=18, column=0
   text=Duplicate declaration for variable '$p' in the rule 'SetPasswordStrengthToMedium']]"
qwen3,Age Classification,DRL,true,1,16957,
qwen3,Age Classification,YAML,true,1,15614,
qwen3,Age Classification,ENGLISH,true,1,28033,
qwen3,Shipping Cost,DRL,true,1,17361,
qwen3,Shipping Cost,YAML,true,1,17233,
qwen3,Shipping Cost,ENGLISH,true,1,29352,
qwen3,Loyalty Points,DRL,false,0,6544,Execution failed: class org.drools.generated.Rule_Calculate_Purchase_Points486094630 tried to access protected field org.drools.generated.Purchase.amount (org.drools.generated.Rule_Calculate_Purchase_Points486094630 is in unnamed module of loader org.drools.wiring.dynamic.PackageClassLoader @50b37a77; org.drools.generated.Purchase is in unnamed module of loader org.drools.wiring.dynamic.DynamicProjectClassLoader$DefaultInternalTypesClassLoader @2497b6e9)
qwen3,Loyalty Points,YAML,false,0,16191,"Execution failed: Failed to execute DRL with JSON facts: DRL compilation errors: [Message [id=1, kieBase=defaultKieBase, level=ERROR, path=file0.drl, line=9, column=0
   text=Rule Compilation error The method setPoints(int) in the type Purchase is not applicable for the arguments (String)]]"
qwen3,Loyalty Points,ENGLISH,false,0,17684,"Execution failed: Failed to execute DRL with JSON facts: DRL compilation errors: [Message [id=1, kieBase=defaultKieBase, level=ERROR, path=file0.drl, line=9, column=0
   text=Rule Compilation error amount cannot be resolved to a variable]]"
qwen3,Inventory Alert,DRL,true,1,4281,
qwen3,Inventory Alert,YAML,true,1,9247,
qwen3,Inventory Alert,ENGLISH,true,1,13847,
qwen3,Loan Eligibility,DRL,true,1,6776,
qwen3,Loan Eligibility,YAML,false,0,22211,"YAML parsing error: Cannot invoke ""String.length()"" because ""s"" is null"
qwen3,Loan Eligibility,ENGLISH,true,1,16948,
qwen3,Insurance Premium Tier,DRL,true,1,7160,
qwen3,Insurance Premium Tier,YAML,true,1,7979,
qwen3,Insurance Premium Tier,ENGLISH,true,1,26216,
qwen3,Tax Bracket,DRL,true,1,18402,
qwen3,Tax Bracket,YAML,true,1,18732,
qwen3,Tax Bracket,ENGLISH,false,0,24572,"Execution failed: Failed to execute DRL with JSON facts: DRL compilation errors: [Message [id=1, kieBase=defaultKieBase, level=ERROR, path=file0.drl, line=18, column=0
   text=Duplicate declaration for variable '$p' in the rule 'Set Tax Rate for Income 30000 to 80000']]"
qwen3,Status Transition,DRL,true,1,4819,
qwen3,Status Transition,YAML,true,1,14627,
qwen3,Status Transition,ENGLISH,true,1,9705,
qwen3,Priority Assignment,DRL,true,1,5843,
qwen3,Priority Assignment,YAML,true,1,8284,
qwen3,Priority Assignment,ENGLISH,true,1,16678,
qwen3,Grade Calculation,DRL,true,1,7147,
qwen3,Grade Calculation,YAML,true,1,17729,
qwen3,Grade Calculation,ENGLISH,true,1,22707,
qwen3-coder-next,Adult Validation,DRL,true,1,73813,
qwen3-coder-next,Adult Validation,YAML,true,1,33577,
qwen3-coder-next,Adult Validation,ENGLISH,true,1,43196,
qwen3-coder-next,Senior Citizen Discount,DRL,true,2,40880,
qwen3-coder-next,Senior Citizen Discount,YAML,true,2,52387,
qwen3-coder-next,Senior Citizen Discount,ENGLISH,true,2,72602,
qwen3-coder-next,Order Discount - Basic,DRL,true,1,32173,
qwen3-coder-next,Order Discount - Basic,YAML,true,1,38982,
qwen3-coder-next,Order Discount - Basic,ENGLISH,true,1,61521,
qwen3-coder-next,Order Discount - Tiered,DRL,true,1,76943,
qwen3-coder-next,Order Discount - Tiered,YAML,true,1,93867,
qwen3-coder-next,Order Discount - Tiered,ENGLISH,true,1,155697,
qwen3-coder-next,Simple Calculation,DRL,true,1,43570,
qwen3-coder-next,Simple Calculation,YAML,false,0,43957,"Execution failed: Failed to execute DRL with JSON facts: DRL compilation errors: [Message [id=1, kieBase=defaultKieBase, level=ERROR, path=file0.drl, line=10, column=0
   text=Rule Compilation error The method setTaxAmount(double) in the type Invoice is not applicable for the arguments (String)
The method setTotal(double) in the type Invoice is not applicable for the arguments (String)]]"
qwen3-coder-next,Simple Calculation,ENGLISH,true,1,57838,
qwen3-coder-next,Email Validation,DRL,true,1,23231,
qwen3-coder-next,Email Validation,YAML,true,1,29997,
qwen3-coder-next,Email Validation,ENGLISH,true,1,35478,
qwen3-coder-next,Password Strength,DRL,true,1,51817,
qwen3-coder-next,Password Strength,YAML,true,1,69004,
qwen3-coder-next,Password Strength,ENGLISH,true,1,107947,
qwen3-coder-next,Age Classification,DRL,true,1,62989,
qwen3-coder-next,Age Classification,YAML,true,1,90144,
qwen3-coder-next,Age Classification,ENGLISH,true,1,143464,
qwen3-coder-next,Shipping Cost,DRL,true,1,58243,
qwen3-coder-next,Shipping Cost,YAML,true,1,75963,
qwen3-coder-next,Shipping Cost,ENGLISH,true,1,119121,
qwen3-coder-next,Loyalty Points,DRL,true,1,31935,
qwen3-coder-next,Loyalty Points,YAML,false,0,34221,"Execution failed: Failed to execute DRL with JSON facts: DRL compilation errors: [Message [id=1, kieBase=defaultKieBase, level=ERROR, path=file0.drl, line=9, column=0
   text=Rule Compilation error The method setPoints(int) in the type Purchase is not applicable for the arguments (String)]]"
qwen3-coder-next,Loyalty Points,ENGLISH,false,0,44112,"Execution failed: Failed to execute DRL with JSON facts: DRL compilation errors: [Message [id=1, kieBase=defaultKieBase, level=ERROR, path=file0.drl, line=8, column=0
   text=Rule Compilation error amount cannot be resolved to a variable]]"
qwen3-coder-next,Inventory Alert,DRL,true,1,28265,
qwen3-coder-next,Inventory Alert,YAML,true,1,36263,
qwen3-coder-next,Inventory Alert,ENGLISH,true,1,38342,
qwen3-coder-next,Loan Eligibility,DRL,true,1,35788,
qwen3-coder-next,Loan Eligibility,YAML,true,1,43970,
qwen3-coder-next,Loan Eligibility,ENGLISH,true,1,59515,
qwen3-coder-next,Insurance Premium Tier,DRL,true,1,64184,
qwen3-coder-next,Insurance Premium Tier,YAML,true,1,81272,
qwen3-coder-next,Insurance Premium Tier,ENGLISH,true,1,133356,
qwen3-coder-next,Tax Bracket,DRL,true,1,68017,
qwen3-coder-next,Tax Bracket,YAML,true,1,79666,
qwen3-coder-next,Tax Bracket,ENGLISH,true,1,125916,
qwen3-coder-next,Status Transition,DRL,true,1,31288,
qwen3-coder-next,Status Transition,YAML,true,1,39704,
qwen3-coder-next,Status Transition,ENGLISH,true,1,47145,
qwen3-coder-next,Priority Assignment,DRL,true,1,68768,
qwen3-coder-next,Priority Assignment,YAML,true,1,84202,
qwen3-coder-next,Priority Assignment,ENGLISH,true,1,110328,
qwen3-coder-next,Grade Calculation,DRL,true,1,77392,
qwen3-coder-next,Grade Calculation,YAML,true,1,114581,
qwen3-coder-next,Grade Calculation,ENGLISH,true,1,177885,
llama4,Adult Validation,DRL,false,0,140729,"ERROR: [ERR 102] Line 4:10 mismatched input 'boolean'
ERROR: [ERR 102] Line 5:9 mismatched input 'String'
ERROR: [ERR 102] Line 6:8 mismatched input 'int'
ERROR: Parser returned a null Package
ERROR: Verifier could not form a PackageDescr from the resources that it was trying to verify."
llama4,Adult Validation,YAML,true,1,34567,
llama4,Adult Validation,ENGLISH,true,1,56571,
llama4,Senior Citizen Discount,DRL,true,2,42549,
llama4,Senior Citizen Discount,YAML,true,2,54315,
llama4,Senior Citizen Discount,ENGLISH,true,2,66918,
llama4,Order Discount - Basic,DRL,false,0,33041,"Validation exception: DRL validation failed: ERROR: [ERR 107] Line 1:0 mismatched input 'java' expecting one of the following tokens: '[package, unit, import, global, declare, function, rule, query]'.
ERROR: Parser returned a null Package
ERROR: Verifier could not form a PackageDescr from the resources that it was trying to verify."
llama4,Order Discount - Basic,YAML,true,1,43839,
llama4,Order Discount - Basic,ENGLISH,false,0,68754,"Execution failed: Failed to execute DRL with JSON facts: DRL compilation errors: [Message [id=1, kieBase=defaultKieBase, level=ERROR, path=file0.drl, line=10, column=0
   text=Rule Compilation error The method modify(Order) is undefined for the type Rule_Apply_Discount_Rule1985970235
Syntax error, insert "";"" to complete Statement
The method setDiscountPercent(int) is undefined for the type Rule_Apply_Discount_Rule1985970235
The method setDiscountApplied(boolean) is undefined for the type Rule_Apply_Discount_Rule1985970235]]"
llama4,Order Discount - Tiered,DRL,false,0,68786,"Validation exception: DRL validation failed: ERROR: [ERR 107] Line 1:0 mismatched input 'java' expecting one of the following tokens: '[package, unit, import, global, declare, function, rule, query]'.
ERROR: Parser returned a null Package
ERROR: Verifier could not form a PackageDescr from the resources that it was trying to verify."
llama4,Order Discount - Tiered,YAML,true,1,88984,
llama4,Order Discount - Tiered,ENGLISH,false,0,135681,"Execution failed: Failed to execute DRL with JSON facts: DRL compilation errors: [Message [id=1, kieBase=defaultKieBase, level=ERROR, path=file0.drl, line=29, column=0
   text=Rule Compilation error The method modify(Order) is undefined for the type Rule_Apply_Silver_Discount2060227483
Syntax error, insert "";"" to complete Statement
The method setDiscountPercent(int) is undefined for the type Rule_Apply_Silver_Discount2060227483
The method setDiscountTier(String) is undefined for the type Rule_Apply_Silver_Discount2060227483], Message [id=2, kieBase=defaultKieBase, level=ERROR, path=file0.drl, line=9, column=0
   text=Rule Compilation error The method modify(Order) is undefined for the type Rule_Apply_Premium_Discount1637701496
Syntax error, insert "";"" to complete Statement
The method setDiscountPercent(int) is undefined for the type Rule_Apply_Premium_Discount1637701496
The method setDiscountTier(String) is undefined for the type Rule_Apply_Premium_Discount1637701496], Message [id=3, kieBase=defaultKieBase, level=ERROR, path=file0.drl, line=19, column=0
   text=Rule Compilation error The method modify(Order) is undefined for the type Rule_Apply_Gold_Discount268627312
Syntax error, insert "";"" to complete Statement
The method setDiscountPercent(int) is undefined for the type Rule_Apply_Gold_Discount268627312
The method setDiscountTier(String) is undefined for the type Rule_Apply_Gold_Discount268627312]]"
llama4,Simple Calculation,DRL,false,0,37619,"Execution failed: Failed to execute DRL with JSON facts: DRL compilation errors: [Message [id=1, kieBase=defaultKieBase, level=ERROR, path=file0.drl, line=10, column=0
   text=Rule Compilation error The method modify(Invoice) is undefined for the type Rule_Calculate_Tax_and_Total750442995
Syntax error, insert "";"" to complete Statement
The method setTaxAmount(double) is undefined for the type Rule_Calculate_Tax_and_Total750442995
The method setTotal(double) is undefined for the type Rule_Calculate_Tax_and_Total750442995]]"
llama4,Simple Calculation,YAML,false,0,46455,"Execution failed: Failed to execute DRL with JSON facts: DRL compilation errors: [Message [id=1, kieBase=defaultKieBase, level=ERROR, path=file0.drl, line=10, column=0
   text=Rule Compilation error The method setTaxAmount(double) in the type Invoice is not applicable for the arguments (String)
The method setTotal(double) in the type Invoice is not applicable for the arguments (String)]]"
llama4,Simple Calculation,ENGLISH,false,0,76715,"Execution failed: Failed to execute DRL with JSON facts: DRL compilation errors: [Message [id=1, kieBase=defaultKieBase, level=ERROR, path=file0.drl, line=10, column=0
   text=Rule Compilation error The method modify(Invoice) is undefined for the type Rule_Calculate_Invoice_Total2051754953
Syntax error, insert "";"" to complete Statement
The method setTaxAmount(double) is undefined for the type Rule_Calculate_Invoice_Total2051754953
The method setTotal(double) is undefined for the type Rule_Calculate_Invoice_Total2051754953]]"
llama4,Email Validation,DRL,false,0,24115,"ERROR: [ERR 102] Line 4:10 mismatched input 'boolean'
ERROR: [ERR 102] Line 5:10 mismatched input 'String'
ERROR: Parser returned a null Package
ERROR: Verifier could not form a PackageDescr from the resources that it was trying to verify."
llama4,Email Validation,YAML,false,0,31646,"ERROR: [ERR 102] Line 10:39 mismatched input '@' in rule ""Validate Email""
ERROR: Parser returned a null Package
ERROR: Verifier could not form a PackageDescr from the resources that it was trying to verify."
llama4,Email Validation,ENGLISH,true,1,47304,
llama4,Password Strength,DRL,false,0,92482,"ERROR: [ERR 102] Line 51:3 mismatched input ''
ERROR: [ERR 102] Line 4:13 mismatched input 'String'
ERROR: [ERR 102] Line 5:11 mismatched input 'int'
ERROR: [ERR 102] Line 6:10 mismatched input 'String'
ERROR: [ERR 102] Line 51:3 mismatched input '<eof>' in rule ""Classify Password Strength""
ERROR: Parser returned a null Package
ERROR: Verifier could not form a PackageDescr from the resources that it was trying to verify."
llama4,Password Strength,YAML,false,0,298078,"YAML parsing error: while scanning a simple key
 in 'string', line 45, column 1:
    However, the above solution has  ... 
    ^
could not find expected ':'
 in 'string', line 47, column 1:
    A better solution would be to us ... 
    ^
"
llama4,Password Strength,ENGLISH,true,1,107130,
llama4,Age Classification,DRL,true,1,68012,
llama4,Age Classification,YAML,true,1,94466,
llama4,Age Classification,ENGLISH,true,1,140307,
llama4,Shipping Cost,DRL,true,1,59765,
llama4,Shipping Cost,YAML,true,1,77494,
llama4,Shipping Cost,ENGLISH,true,1,110041,
llama4,Loyalty Points,DRL,false,0,30211,"Execution failed: Failed to execute DRL with JSON facts: DRL compilation errors: [Message [id=1, kieBase=defaultKieBase, level=ERROR, path=file0.drl, line=9, column=0
   text=Rule Compilation error The method getAmount() is undefined for the type Rule_Calculate_Purchase_Points2006341359]]"
llama4,Loyalty Points,YAML,false,0,40578,"Execution failed: Failed to execute DRL with JSON facts: DRL compilation errors: [Message [id=1, kieBase=defaultKieBase, level=ERROR, path=file0.drl, line=9, column=0
   text=Rule Compilation error The method setPoints(int) in the type Purchase is not applicable for the arguments (String)]]"
llama4,Loyalty Points,ENGLISH,true,1,63715,
llama4,Inventory Alert,DRL,true,1,30160,
llama4,Inventory Alert,YAML,true,1,41560,
llama4,Inventory Alert,ENGLISH,true,1,67712,
llama4,Loan Eligibility,DRL,false,0,35485,"Validation exception: DRL validation failed: ERROR: [ERR 107] Line 1:0 mismatched input 'java' expecting one of the following tokens: '[package, unit, import, global, declare, function, rule, query]'.
ERROR: Parser returned a null Package
ERROR: Verifier could not form a PackageDescr from the resources that it was trying to verify."
llama4,Loan Eligibility,YAML,true,1,46662,
llama4,Loan Eligibility,ENGLISH,true,1,83139,
llama4,Insurance Premium Tier,DRL,true,1,61586,
llama4,Insurance Premium Tier,YAML,true,1,86590,
